Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
Toyota,Used,Petrol,100000,Corrolla Altis,900000,Karachi,Cash,2003
Toyota,Used,CNG,85000,Starlet,175000,Karachi,Cash,1984
Suzuki,Used,CNG,75000,Alto,515000,,Cash,2008
Mitsubishi,Used,Petrol,100000,Lancer,800000,Karachi,Cash,2007
Nissan,Used,Petrol,99500,March,420000,Karachi,Cash,1998
Toyota,Used,Petrol,60000,Passo,905000,,Cash,2006
Toyota,Used,Petrol,840000,Passo,900000,Karachi,Cash,2007
Honda,Used,Petrol,159000,Civic EXi,765000,Karachi,Cash,2006
Honda,Used,Petrol,59500,Civic Prosmetic,1525000,Karachi,Cash,2012
Mitsubishi,Used,CNG,85000,Lancer,185000,Karachi,Cash,1984
Suzuki,Used,CNG,800,Other,130000,Karachi,Cash,1989
Toyota,Used,CNG,115000,Corolla XE,700000,Karachi,Cash,2004
Suzuki,Used,CNG,74973,Mehran VXR,240000,Karachi,Cash,1998
,,,,,510000,,,
Suzuki,Used,CNG,140000,Margalla,275000,Karachi,Cash,1995
Daihatsu,Used,CNG,10000,Charade,100000,,Cash,1985
Daihatsu,Used,Petrol,98000,Mira,1025000,Karachi,Cash,2012
Suzuki,Used,Petrol,10000,Mehran VXR,260000,Karachi,Cash,2002
Daihatsu,Used,Petrol,20500,Mira,1230000,Karachi,Cash,2014
Suzuki,Used,CNG,11,Bolan,350000,Karachi,Cash,1997
Daihatsu,New,Petrol,42000,Mira,1250000,,Cash,2015
Honda,Used,Petrol,150000,Civic VTi Oriel,800000,Karachi,Cash,1999
Toyota,New,Hybrid,88000,Aqua,1870000,Karachi,Cash,2015
Honda,New,Petrol,60000,City Aspire,1250000,Karachi,Cash,2011
Suzuki,Used,CNG,100000,Alto,340000,Karachi,Cash,2004
Honda,Used,CNG,150000,Other,170000,Karachi,Cash,1983
Toyota,Used,CNG,85516,Corolla XLI,995000,Karachi,Cash,2009
Toyota,Used,Petrol,78000,Vitz,935000,Karachi,Cash,2009
Suzuki,Used,CNG,57000,Cultus VXR,815000,Karachi,Cash,2012
Mitsubishi,Used,CNG,1,Lancer,125000,Karachi,Cash,1987
Honda,Used,Petrol,160000,Civic Prosmetic,825000,Karachi,Cash,2003
Toyota,Used,LPG,85515,Corolla XLI,995000,Karachi,Cash,2009
Toyota,Used,Petrol,22300,Passo,1330000,Karachi,Cash,2015
Honda,Used,Petrol,14300,N Wgn,1270000,,Cash,2016
Suzuki,Used,CNG,1800,Bolan,435000,Karachi,Cash,2004
Daewoo,Used,CNG,1000,Racer,150000,Karachi,Cash,1993
Honda,Used,Petrol,120000,City Vario,870000,Karachi,Cash,2006
Honda,Used,CNG,146500,City IDSI,700000,Karachi,Cash,2005
Honda,Used,Petrol,135000,Civic VTi,780000,Karachi,Cash,2004
Toyota,Used,Petrol,140000,Corrolla Altis,770000,Karachi,Cash,2005
Suzuki,Used,CNG,200000,Khyber,120000,Karachi,Cash,1990
Honda,Used,Petrol,22000,BR-V,2330000,Karachi,Cash,2017
Suzuki,Used,CNG,8459,Margalla,340000,Karachi,Cash,1996
Suzuki,Used,CNG,100000,Cultus VX,420000,Karachi,Cash,2008
Honda,Used,Petrol,50000,City Aspire,1350000,Karachi,Cash,2011
Honda,Used,CNG,200000,Civic VTi,165000,Karachi,Cash,1985
Daihatsu,Used,Petrol,90,Hijet,945000,Karachi,Cash,2012
Toyota,Used,,,,275000,,,
Suzuki,Used,CNG,85000,Mehran VXR,385000,Khanpur,Cash,2009
Suzuki,Used,CNG,49000,Cultus VXL,525000,Karachi,Cash,2003
Honda,Used,CNG,200000,Civic VTi,165000,Karachi,Cash,1985
Daihatsu,Used,Petrol,90,Hijet,945000,Karachi,Cash,2012
Toyota,Used,,,,275000,,,
Suzuki,Used,CNG,85000,Mehran VXR,385000,Khanpur,Cash,2009
Suzuki,Used,CNG,49000,Cultus VXL,525000,Karachi,Cash,2003
Honda,Used,Petrol,48000,Other,850000,Karachi,Cash,1992
Mitsubishi,Used,Petrol,79000,Lancer,470000,Karachi,Cash,1995
Suzuki,Used,CNG,74650,Cultus VXR,780000,Karachi,Cash,2012
Toyota,Used,Diesel,104500,Hilux,3270000,Karachi,Cash,2010
Daihatsu,New,Petrol,40000,Move,1200000,Karachi,Cash,2014
Honda,New,Hybrid,35343,Vezel,2950000,Karachi,Cash,2014
Daihatsu,Used,Petrol,100000,Charade,180000,Karachi,Cash,1988
Suzuki,Used,Petrol,78600,FX,73000,Karachi,Installment/Leasing,1986
Suzuki,Used,Petrol,150000,Every,600000,Karachi,Cash,2004
Suzuki,Used,Petrol,1,Alto,450000,Karachi,Cash,2007
Toyota,Used,Petrol,80000,Passo,1200000,Karachi,Cash,2013
Suzuki,Used,Petrol,50000,Cultus VX,550000,Karachi,Cash,2005
Suzuki,Used,CNG,145000,Baleno,500000,Karachi,Cash,2005
Toyota,Used,Petrol,70000,Vitz,850000,Karachi,Cash,2003
Toyota,Used,Petrol,40231,Passo,1110000,Karachi,Cash,2011
Honda,Used,CNG,100000,Civic EXi,130000,Karachi,Cash,1985
Toyota,Used,Petrol,57000,Corolla GLI,1430000,Karachi,Cash,2013
Suzuki,Used,CNG,1,Alto,580000,Karachi,Cash,2011
Suzuki,Used,Petrol,36286,Alto,350000,Karachi,Cash,2002
Suzuki,New,CNG,35000,Alto,480000,Karachi,Cash,2005
Suzuki,Used,CNG,1,Bolan,420000,Karachi,Cash,2007
Honda,Used,Petrol,98000,City IVTEC,1235000,Karachi,Cash,2010
Suzuki,Used,CNG,85000,Bolan,470000,Karachi,Cash,2006
Suzuki,Used,CNG,852855,Khyber,150000,Karachi,Cash,1993
Toyota,Used,CNG,79000,Corolla XLI,1140000,Karachi,Cash,2009
Daihatsu,Used,CNG,100000,Charade,185000,Karachi,Cash,1986
Other Brands,Used,Petrol,145000,Other,420000,,Cash,1971
Nissan,Used,Petrol,1234,Moco,1100000,Karachi,Cash,2016
Daihatsu,Used,Petrol,71000,Mira,1100000,Karachi,Cash,2013
Suzuki,Used,CNG,65000,Cultus VXR,780000,Karachi,Cash,2010
Suzuki,Used,Petrol,120,FX,90000,Karachi,Cash,2018
Mitsubishi,Used,Petrol,76382,Ek Wagon,1100000,Karachi,Cash,2016
Daihatsu,Used,CNG,110000,Charade,125000,Lasbela,Cash,1988
Suzuki,New,Petrol,27000,Every,950000,,Cash,2013
Suzuki,Used,Petrol,66000,Cultus VXR,730000,Karachi,Cash,2010
Daewoo,Used,CNG,10000,Racer,180000,Karachi,Cash,1997
Suzuki,Used,Petrol,85900,Cultus VXR,848000,Karachi,Cash,2013
Toyota,New,Petrol,51300,Corolla XLI,1590000,Karachi,Cash,2015
Suzuki,Used,CNG,100000,Margalla,275000,Karachi,Cash,1990
Toyota,Used,Petrol,40000,Vitz,1630000,Karachi,Cash,2018
Suzuki,Used,CNG,33000,FX,115000,Karachi,Cash,1987
Daihatsu,Used,Petrol,90000,Mira,725000,Karachi,Cash,2008
Toyota,Used,Diesel,90500,Hilux,2800000,Karachi,Cash,2009
Toyota,New,Petrol,90,Corolla GLI,2385000,Karachi,Cash,2018
Toyota,Used,Petrol,32000,Corolla GLI,2250000,Karachi,Cash,2017
Suzuki,New,Petrol,44000,Alto,1240000,,Cash,2014
Suzuki,Used,CNG,70000,Cultus VXR,490000,Karachi,Cash,2005
Nissan,New,Petrol,41000,Dayz Highway Star,1465000,,Cash,2016
Toyota,Used,Petrol,70000,Vitz,1350000,Karachi,Cash,2017
Suzuki,Used,CNG,53000,Bolan,670000,Karachi,Cash,2015
Honda,Used,Petrol,89500,Civic VTi Oriel Prosmatec,1790000,Karachi,Cash,2013
Mitsubishi,Used,Petrol,1,Pajero Mini,450000,Karachi,Cash,2005
Honda,Used,Petrol,145000,Civic VTi Oriel Prosmatec,850000,Karachi,Cash,2006
Suzuki,Used,Petrol,51000,Every Wagon,1250000,Karachi,Cash,2010
,,,,,1175000,,,
Suzuki,New,Petrol,5500,Ciaz,1800000,Karachi,Cash,2018
Toyota,Used,Petrol,78000,Vitz,935000,Karachi,Cash,2009
Toyota,Used,Petrol,41000,Corrolla Altis,2025000,Karachi,Cash,2016
Daihatsu,New,Petrol,5000,Cast,1425000,,Cash,2015
Suzuki,Used,Petrol,10000,Alto,980000,Karachi,Cash,2017
Honda,Used,Petrol,96000,City Vario,800000,Karachi,Cash,2004
Suzuki,Used,CNG,70000,Cultus VXR,528000,Karachi,Cash,2007
Nissan,New,Petrol,28500,Dayz Highway Star,1235000,Karachi,Cash,2015
Honda,Used,Petrol,100000,Civic VTi,950000,Karachi,Cash,2005
Suzuki,Used,Petrol,16000,Alto,830000,Karachi,Cash,2013
Daihatsu,Used,Petrol,35000,Mira,1025000,Karachi,Cash,2016
Toyota,Used,Petrol,103000,Passo,850000,Karachi,Cash,2008
Suzuki,Used,CNG,2000,Baleno,200000,,Cash,1997
Suzuki,Used,CNG,99000,Alto,325000,Karachi,Cash,2004
Honda,Used,Petrol,95000,Civic VTi Oriel,1200000,Karachi,Cash,2011
Nissan,Used,Petrol,58000,Pino,660000,Karachi,Cash,2007
Nissan,Used,Petrol,187000,Clipper,625000,Karachi,Cash,2009
Suzuki,Used,Petrol,75000,Mehran VX,250000,,Cash,2002
Suzuki,Used,Petrol,100000,Cultus VXL,590000,Karachi,Cash,2007
Suzuki,Used,CNG,93200,Cultus VXR,535000,Karachi,Cash,2007
Toyota,New,Hybrid,7000,Vitz,2350000,Karachi,Cash,2017
Daihatsu,New,Petrol,139000,Boon,1145000,,Cash,2014
Toyota,Used,Petrol,180000,Corolla XLI,830000,Karachi,Cash,2003
Toyota,Used,Petrol,98000,Platz,615000,Karachi,Cash,2000
Toyota,Used,CNG,130000,Platz,670000,Karachi,Cash,2006
Suzuki,Used,Petrol,63000,Every,885000,Karachi,Cash,2012
Honda,New,Petrol,78000,N Box,1285000,,Cash,2015
Daihatsu,New,Petrol,2300,Tanto,1055000,,Cash,2015
Suzuki,Used,CNG,75413,Cultus VXR,690000,Karachi,Cash,2010
Suzuki,New,Petrol,133000,Every,1200000,,Cash,2015
Suzuki,Used,Petrol,118000,Liana,550000,Karachi,Cash,2006
Daihatsu,Used,CNG,1,Charade,260000,Karachi,Cash,1986
Suzuki,Used,CNG,9999999,Bolan,315000,Karachi,Cash,1992
Suzuki,New,Petrol,27000,Cultus VXR,1100000,Karachi,Cash,2017
Honda,Used,CNG,190000,Civic EXi,675000,Karachi,Cash,2001
Suzuki,Used,Petrol,12000,Bolan,240000,Karachi,Cash,1985
Daihatsu,Used,CNG,100000,Charade,180000,Karachi,Cash,1996
Mitsubishi,Used,Petrol,1234567,Galant,380000,Karachi,Cash,1995
Toyota,Used,Petrol,40000,Corrolla Altis,2150000,Karachi,Cash,2015
Suzuki,Used,Hybrid,10000,Bolan,280000,Karachi,Cash,1999
Suzuki,Used,Petrol,55650,Cultus VXR,810000,Karachi,Cash,2013
Daihatsu,New,Petrol,2075,Mira,1051000,,Cash,2015
Toyota,Used,Petrol,41000,Corolla GLI,1850000,Karachi,Cash,2015
Suzuki,Used,CNG,100000,Swift,175000,Karachi,Cash,1985
Toyota,Used,Petrol,78400,Passo,865000,Karachi,Cash,2007
,,,,,155000,,,
Suzuki,Used,Petrol,115000,Wagon R,700000,Karachi,Cash,2007
Hyundai,Used,Petrol,1,Santro,430000,Karachi,Cash,2004
Suzuki,Used,CNG,1,Bolan,570000,Karachi,Cash,2011
,,,,,185000,,,
Toyota,Used,Petrol,94000,Vitz,925000,Karachi,Cash,2007
Toyota,New,Petrol,265,Corolla GLI,2500000,,Cash,2018
Suzuki,Used,Petrol,40206,Cultus VXL,1060000,Karachi,Cash,2017
Suzuki,Used,CNG,29000,Cultus VXR,940000,Karachi,Cash,2014
Suzuki,Used,CNG,1,Alto,460000,,Cash,2006
Daihatsu,Used,CNG,50000,Charade,90000,Karachi,Cash,1984
Honda,Used,CNG,119000,Civic EXi,580000,Karachi,Cash,2001
Honda,Used,Petrol,1,City IDSI,685000,Karachi,Cash,2006
Mitsubishi,Used,Petrol,100000,Ek Wagon,700000,Karachi,Cash,2007
Suzuki,New,Diesel,111,Alto,430000,Karachi,Cash,2007
Suzuki,Used,CNG,50000,Alto,450000,Multan,Cash,2004
Daihatsu,Used,Petrol,11000,Move,1125000,,Cash,2015
Honda,Used,Petrol,980000,City IVTEC,880000,Karachi,Cash,2008
Daihatsu,Used,Petrol,10000,Cuore,320000,Karachi,Cash,1993
Suzuki,Used,Petrol,65000,Wagon R,1050000,,Cash,2017
Suzuki,New,CNG,24066,Cultus VXR,475000,Karachi,Cash,2005
Suzuki,Used,Petrol,68000,Wagon R,1050000,Karachi,Cash,2017
Nissan,New,Petrol,6800,Dayz Highway Star,1400000,,Cash,2016
Suzuki,Used,Petrol,10,Cultus VX,540000,Karachi,Cash,2006
Suzuki,Used,Petrol,45845,Cultus VXR,680000,Karachi,Cash,2007
Honda,Used,Petrol,52000,City IVTEC,1670000,Karachi,Cash,2015
Suzuki,Used,Petrol,95000,Cultus VXR,510000,Karachi,Cash,2006
Suzuki,Used,Petrol,131265,Alto,575000,Karachi,Cash,2011
Toyota,New,Petrol,10,Hilux,2715000,,Cash,2018
Hyundai,Used,Petrol,181000,Santro,385000,Karachi,Cash,2002
,,,,,1750000,,,
Suzuki,Used,Petrol,85000,Cultus VXR,590000,Karachi,Cash,2008
Honda,Used,Petrol,79791,Civic EXi,880000,,Cash,2005
Suzuki,Used,Petrol,81000,Every Wagon,1290000,,Cash,2012
Suzuki,New,Petrol,85000,Every,900000,Karachi,Cash,2012
FAW,Used,Petrol,6000,X-PV,1100000,Karachi,Cash,2017
Honda,Used,Petrol,140000,City IDSI,850000,Karachi,Cash,2006
Suzuki,Used,Petrol,9,Alto,540000,Karachi,Cash,2010
Suzuki,Used,Petrol,1000000,Liana,520000,Karachi,Cash,2006
Suzuki,Used,CNG,750,Margalla,300000,Karachi,Cash,1994
Honda,Used,Petrol,16000,Civic VTi Oriel Prosmatec,2800000,Karachi,Cash,2017
Daihatsu,Used,Petrol,66000,Mira,1085000,Karachi,Cash,2017
Daihatsu,Used,CNG,50000,Charade,90000,Karachi,Cash,1984
,,,,,1025000,,,
Suzuki,Used,Petrol,55000,Cultus VXR,765000,Karachi,Cash,2012
Suzuki,Used,CNG,100000,Cultus VX,250000,Karachi,Cash,1993
Honda,Used,CNG,116000,City IDSI,760000,,Cash,2004
Suzuki,New,CNG,9000,Bolan,795000,Karachi,Cash,2017
Toyota,Used,Hybrid,160000,Prius,1500000,Karachi,Cash,2010
,,,,,1725000,,,
Suzuki,Used,CNG,1,Cultus VXR,620000,Karachi,Cash,2008
Suzuki,Used,Petrol,6000,Mehran VXR,750000,Karachi,Cash,2017
Suzuki,Used,CNG,85000,Bolan,470000,Karachi,Cash,2006
Suzuki,Used,Petrol,140000,Baleno,530000,Karachi,Cash,2005
Honda,Used,Petrol,53900,Civic Prosmetic,1915000,Karachi,Cash,2014
,,,,,1130000,,,
Honda,Used,Petrol,95000,City IVTEC,1200000,Karachi,Cash,2010
Honda,Used,Petrol,74000,N Wgn,1150000,Karachi,Cash,2014
Suzuki,Used,CNG,10000,Other,305000,Karachi,Cash,1993
Honda,Used,Petrol,1,Civic VTi,455000,Karachi,Cash,1997
Suzuki,Used,CNG,90000,Mehran VX,150000,Karachi,Cash,1993
Daihatsu,New,Petrol,50,Cuore,620000,Karachi,Cash,2011
Honda,Used,CNG,92000,Other,550000,Karachi,Cash,1997
Honda,Used,Petrol,100000,City Vario,620000,Karachi,Cash,2004
Toyota,Used,Petrol,160000,Other,750000,Karachi,Cash,1998
Daihatsu,New,Petrol,100000,Charade,190000,Karachi,Cash,1984
Daihatsu,Used,Petrol,85000,Mira,910000,Karachi,Cash,2012
Suzuki,Used,CNG,1,Mehran VXR,140000,Karachi,Cash,1991
Suzuki,Used,CNG,1,Cultus VXR,640000,Karachi,Cash,2008
,,,,,1675000,,,
Suzuki,New,CNG,54000,Cultus VXR,730000,Karachi,Cash,2010
,,,,,1600000,,,
Toyota,Used,Petrol,49500,Corolla GLI,1429000,Karachi,Cash,2011
Honda,Used,CNG,20000,Civic EXi,500000,Karachi,Cash,1996
Suzuki,Used,Petrol,163253,Alto,550000,Karachi,Cash,2011
Nissan,New,Petrol,31000,Dayz,1275000,Karachi,Cash,2015
Toyota,Used,Hybrid,13000,Aqua,2150000,Karachi,Cash,2016
Toyota,Used,Petrol,93000,Corolla XLI,1175000,Karachi,Cash,2011
Toyota,Used,CNG,1,86,250000,Karachi,Cash,1999
Suzuki,Used,Petrol,85000,Mehran VX,270000,Karachi,Cash,2007
Daihatsu,Used,CNG,118505,Cuore,500000,Karachi,Cash,2007
Suzuki,Used,Petrol,83000,Cultus VXR,700000,Karachi,Cash,2010
Daihatsu,Used,CNG,1000,Charade,170000,Karachi,Cash,1984
Toyota,Used,Petrol,76000,Passo,1215000,,Cash,2015
,,,,,195000,,,
Suzuki,Used,Petrol,12500,Alto,1350000,Karachi,Cash,2018
Honda,Used,CNG,75000,City IVTEC,1240000,Karachi,Cash,2011
Daihatsu,Used,Petrol,35000,Move,1225000,Karachi,Cash,2014
Suzuki,Used,CNG,1,FX,130000,Karachi,Cash,1985
Honda,Used,Petrol,90,Civic VTi Oriel Prosmatec,900000,Karachi,Cash,2006
Suzuki,Used,CNG,106400,Alto,445000,Karachi,Cash,2008
Suzuki,Used,CNG,85000,Cultus VXR,600000,Karachi,Cash,2008
Honda,Used,CNG,195000,Civic EXi,285000,Karachi,Cash,1989
Suzuki,New,Petrol,8000,Jimny,1680000,,Cash,2017
Toyota,Used,Diesel,200000,Corolla 2.0 D,520000,Karachi,Cash,2000
,,,,,2600000,,,
Toyota,New,CNG,42000,Corolla GLI,1230000,Karachi,Cash,2009
Suzuki,Used,CNG,49820,Cultus VXL,735000,Karachi,Cash,2009
Toyota,New,Petrol,65000,Mark II,1275000,Karachi,Cash,2003
Suzuki,Used,CNG,134000,Alto,580000,Karachi,Cash,2011
Suzuki,Used,CNG,134000,Alto,580000,Karachi,Cash,2011
Honda,Used,CNG,104000,Civic Prosmetic,825000,,Cash,2004
Honda,Used,Petrol,671800,Civic VTi,550000,Karachi,Cash,2001
Suzuki,Used,CNG,40000,Mehran VXR,550000,,Cash,2014
Toyota,Used,CNG,96000,Corolla XLI,1100000,Karachi,Cash,2009
Nissan,Used,Petrol,44000,Dayz,1075000,Karachi,Cash,2014
Nissan,Used,Petrol,125000,Wingroad,895000,Karachi,Cash,2006
Toyota,Used,Petrol,300000,Ractis,1150000,Karachi,Cash,2006
Other Brands,Used,CNG,870000,Other,550000,Karachi,Cash,2007
Honda,New,Petrol,800000,Civic EXi,630000,Karachi,Cash,1998
Toyota,New,Petrol,40000,Pixis Epoch,1170000,,Cash,2015
Suzuki,Used,CNG,1,Bolan,250000,Karachi,Cash,1990
Daihatsu,Used,Petrol,25,Cuore,430000,Karachi,Cash,2008
Daihatsu,Used,Petrol,10,Other,825000,Karachi,Cash,2013
Daihatsu,Used,Petrol,11500,Move,1250000,,Cash,2015
Honda,Used,Petrol,1,Civic VTi,500000,,Cash,1998
Suzuki,Used,Petrol,5000,Cultus VXR,550000,Karachi,Cash,2006
Toyota,Used,Petrol,100000,Corolla GLI,1250000,Karachi,Cash,2011
Daihatsu,Used,CNG,123,Cuore,550000,Karachi,Cash,2006
,,,,,1475000,,,
Suzuki,Used,Petrol,1,Cultus VXR,450000,Karachi,Cash,2007
Suzuki,Used,CNG,100000,Baleno,399000,Karachi,Cash,2001
Suzuki,New,Petrol,11000,Alto,1175000,Karachi,Cash,2015
Suzuki,Used,CNG,1,Bolan,465000,Karachi,Cash,2007
Daihatsu,Used,Petrol,184000,Atrai Wagon,1280000,Karachi,Cash,2013
Mitsubishi,Used,CNG,245000,Lancer,195000,,Cash,1988
Honda,Used,Petrol,62700,Civic VTi Oriel Prosmatec,1375000,Karachi,Cash,2011
Suzuki,New,Petrol,75000,Cultus VXR,710000,Karachi,Cash,2009
Toyota,Used,CNG,125607,Corolla XLI,1120000,Karachi,Cash,2011
Toyota,Used,Petrol,38000,Prado,8500000,Karachi,Cash,2011
Suzuki,Used,Petrol,2000,Bolan,280000,,Cash,1994
Suzuki,Used,Petrol,52000,Mehran VXR,250000,Karachi,Cash,2003
Toyota,Used,Diesel,230000,Surf,1050000,Faisalabad,Cash,1994
Suzuki,Used,Petrol,244353,Alto,500000,Karachi,Cash,2005
,,,,,350000,,,
Suzuki,Used,Petrol,97329,Alto,540000,Karachi,Cash,2010
Suzuki,Used,CNG,100000,Mehran VX,280000,Karachi,Cash,2003
Toyota,Used,Petrol,29000,Corolla GLI,1825000,Karachi,Cash,2015
Daihatsu,Used,,69000,,960000,,,2014
Toyota,Used,Petrol,100000,Duet,525000,Karachi,Cash,2003
Toyota,Used,CNG,100000,Platz,650000,Karachi,Cash,2003
,,,,,1175000,,,
Suzuki,Used,CNG,80000,Alto,465000,Karachi,Cash,2006
Toyota,Used,CNG,91000,Corolla XE,880000,,Cash,2004
Suzuki,Used,Petrol,16000,Cultus VXL,1080000,Karachi,Cash,2017
Suzuki,Used,CNG,1,Alto,350000,Karachi,Cash,2003
,,,,,525000,,,
Nissan,New,Petrol,14000,Moco,1000000,,Cash,2015
Honda,Used,Petrol,29000,City IVTEC,1595000,Karachi,Cash,2015
Suzuki,Used,CNG,10000000,FX,140000,Karachi,Cash,1983
Suzuki,Used,Petrol,1,Cultus VXR,515000,Karachi,Cash,2006
Suzuki,Used,Petrol,31000,Swift,1450000,Karachi,Cash,2015
Toyota,Used,Petrol,75000,Corrolla Altis,1650000,Karachi,Cash,2012
,,,,,270000,,,
Daihatsu,Used,Petrol,53000,Mira,900000,Karachi,Cash,2009
Suzuki,New,Petrol,23000,Wagon R,1200000,Karachi,Cash,2015
Suzuki,Used,CNG,99,Cultus VXR,460000,Karachi,Cash,2006
Honda,Used,Petrol,85000,City IVTEC,1225000,Karachi,Cash,2011
Suzuki,New,Petrol,58,Bolan,550000,Karachi,Cash,2008
Suzuki,New,Petrol,45000,Alto,570000,Karachi,Cash,2010
Suzuki,Used,Petrol,38000,Swift,1000000,Hyderabad,Cash,2012
Honda,Used,Petrol,160000,Civic EXi,385000,Karachi,Cash,1995
Suzuki,Used,CNG,10000,Khyber,170000,Karachi,Cash,1993
Suzuki,New,Petrol,15000,Wagon R,1200000,Karachi,Cash,2015
Nissan,Used,Petrol,30897,Figaro,260000,Karachi,Installment/Leasing,1992
Suzuki,Used,Hybrid,1,Alto,385000,Karachi,Cash,2006
Nissan,New,CNG,155000,Other,300000,Karachi,Cash,1989
,,,,,1595000,,,
Daihatsu,Used,Petrol,115000,Mira,980000,Karachi,Cash,2013
Suzuki,Used,Petrol,100000,Baleno,400000,Karachi,Cash,1999
Toyota,Used,Petrol,3580,Corolla GLI,2300000,Karachi,Cash,2017
Suzuki,Used,CNG,1,Bolan,470000,Karachi,Cash,2006
Suzuki,Used,Petrol,8700,Mehran VXR,660000,Karachi,Cash,2016
Suzuki,Used,CNG,92000,Alto,452000,Karachi,Cash,2007
Honda,Used,Petrol,82000,Civic VTi Oriel,1000000,Karachi,Cash,2007
Mitsubishi,Used,Petrol,70000,Mirage,1175000,Karachi,Cash,2017
,,,,,1700000,,,
Mitsubishi,Used,CNG,298462,Lancer,140000,Karachi,Cash,1986
Suzuki,Used,Petrol,27000,Alto,1250000,,Cash,2015
Suzuki,New,Petrol,25000,Mehran VX,600000,Karachi,Cash,2013
Honda,Used,Petrol,148000,Civic Prosmetic,1150000,,Cash,2009
Toyota,Used,Petrol,42000,Passo,1175000,Karachi,Cash,2013
Suzuki,Used,CNG,10000,Mehran VX,200000,Karachi,Cash,1997
Suzuki,Used,Petrol,96000,Every,800000,Karachi,Cash,2007
Suzuki,Used,CNG,100000,Khyber,200000,Karachi,Cash,1994
Toyota,New,Petrol,1,Vitz,270000,Karachi,Installment/Leasing,2018
Daihatsu,Used,Petrol,18008,Mira,1030000,Karachi,Cash,2014
,,,,,125000,,,
Suzuki,Used,CNG,75000,FX,75000,Karachi,Cash,1983
Suzuki,Used,CNG,999999,Mehran VX,160000,Karachi,Cash,1996
Daihatsu,Used,Petrol,78000,Esse,750000,Karachi,Cash,2007
Toyota,New,Petrol,65000,Corrolla Altis,1950000,Karachi,Cash,2016
Honda,Used,Petrol,89500,Civic VTi Oriel,1710000,Karachi,Cash,2012
Honda,New,Petrol,100000,Civic EXi,720000,Karachi,Cash,2004
Suzuki,Used,CNG,10000,Khyber,240000,Karachi,Cash,1996
Suzuki,Used,CNG,75000,Margalla,330000,Karachi,Cash,1996
Suzuki,Used,CNG,90000,Cultus VXR,540000,Karachi,Cash,2008
,,,,,800000,,,
Suzuki,Used,CNG,100000,Mehran VX,120000,Karachi,Cash,1989
Daihatsu,New,Petrol,80000,Hijet,930000,Karachi,Cash,2012
Suzuki,Used,CNG,1,Margalla,250000,Karachi,Cash,1994
Honda,Used,Petrol,100000,Civic VTi,550000,Karachi,Cash,2000
Daihatsu,New,Petrol,80000,Hijet,930000,Karachi,Cash,2012
Suzuki,Used,CNG,86000,Baleno,463000,Karachi,Cash,2006
Suzuki,Used,CNG,90000,Cultus VXR,540000,Karachi,Cash,2008
Suzuki,New,CNG,52651,Cultus VXR,665000,Karachi,Cash,2009
Toyota,New,Petrol,7000,Corolla XLI,1685000,Karachi,Cash,2009
Suzuki,Used,Petrol,81000,Cultus VXR,760000,Karachi,Cash,2011
Suzuki,Used,,80000,,615000,,,2013
Suzuki,Used,Petrol,35000,Wagon R,1200000,Karachi,Cash,2014
Suzuki,New,Petrol,56000,Swift,1110000,Karachi,Cash,2013
Toyota,Used,Petrol,143000,Corolla GLI,920000,Karachi,Cash,2002
Daihatsu,New,Petrol,190000,Mira,650000,Karachi,Cash,2007
Suzuki,Used,Petrol,50571,Khyber,250000,Karachi,Cash,1995
Suzuki,Used,CNG,120000,Alto,480000,,Cash,2006
Suzuki,Used,Petrol,81000,Cultus VXR,760000,Karachi,Cash,2011
Toyota,Used,Petrol,80,Corolla XLI,1200000,Karachi,Cash,2011
Honda,New,Petrol,786,Other,850000,Karachi,Cash,2001
Suzuki,Used,Petrol,55000,Cultus VXR,750000,Karachi,Cash,2011
Suzuki,New,Petrol,40203,Alto,625000,Karachi,Cash,2007
Suzuki,Used,Petrol,29700,Cultus VXR,1010000,Karachi,Cash,2015
Nissan,New,Petrol,35000,Dayz,1200000,,Cash,2015
Suzuki,New,CNG,85000,Other,290000,Karachi,Cash,1996
Honda,Used,Petrol,200000,Civic VTi Oriel Prosmatec,880000,Karachi,Cash,2005
Toyota,Used,Petrol,74100,Corolla GLI,1330000,Karachi,Cash,2011
Daihatsu,Used,Petrol,9000,Charade,196000,Karachi,Cash,1991
Suzuki,Used,CNG,95000,Alto,580000,Karachi,Cash,2010
Honda,Used,Petrol,100000,City IDSI,750000,Karachi,Cash,2007
Suzuki,Used,CNG,100000,Alto,500000,Karachi,Cash,2006
Suzuki,Used,CNG,298000,Baleno,370000,Karachi,Cash,2003
Suzuki,Used,Petrol,222222,Other,130000,Karachi,Cash,1977
Toyota,New,Diesel,95000,Corolla 2.0 D,1000000,Karachi,Cash,2008
Suzuki,Used,Petrol,45000,Mehran VXR,650000,Karachi,Cash,2014
Suzuki,New,Petrol,25000,Bolan,710000,Karachi,Cash,2016
Suzuki,Used,CNG,58000,Mehran VX,395000,Karachi,Cash,2008
Suzuki,New,Petrol,95000,Bolan,680000,Karachi,Cash,2012
Toyota,Used,CNG,98000,Other,855000,Karachi,Cash,2001
Suzuki,Used,CNG,100000,Cultus VXL,440000,Karachi,Cash,2006
Suzuki,Used,Petrol,84000,Swift,895000,Karachi,Cash,2011
